15822,13191.188535946321
15823,18204.482983506743
15824,36240.121090473185
15825,12319.427919047424
15827,36282.3548553081
15828,14092.080166305144
15829,2584.703726638875
15830,13738.078011055562
15831,13460.100737561663
15832,22254.70750386139
15833,27361.260987603848
15834,9888.558189449224
15836,22519.48377554227
15838,13321.725015965447
15840,14543.714732400176
15841,12119.309096289659
15842,37414.18453460015
15843,10097.660739845065
15844,23243.999430927266
15845,16048.300405050099
15846,5851.480740018145
15847,12974.301396536708
15848,27798.82625450356
15849,9863.303529692697
15850,30022.88933839152
15851,15897.820511140651
15852,22188.029921671237
15853,16140.983851826963
15854,17487.35596590193
15855,11880.898985131636
15856,13825.170176840047
15857,27024.918423430157
15858,16157.22580173904
15859,35753.57167038097
15860,8863.623029769316
15861,15436.66999841339
15862,13438.48926095651
15863,14933.175574989566
15864,14608.01808500599
15865,22651.826176338
15866,8883.625581283843
15867,12676.164543855986
15868,23449.165684491185
15869,14552.719549289895
15870,28879.48629243162
15871,11195.048713005637
15873,28254.56612273473
15874,23879.946402635243
15875,20464.960688912237
15876,15490.645289805083
15877,37169.64314027539
15878,16801.851104273657
15879,11735.4758837215
15880,26217.677970615514
15881,17469.442615442276
15882,16167.671941183979
15883,5139.229781196893
15884,11163.035458395332
15885,17375.41032111003
15887,11289.482722766887
15888,22392.654954422695
15889,30234.720430283138
15890,10885.52118472892
15891,31542.551451509724
15892,19277.586037907182
15893,25300.917218749157
15894,11189.991898399505
15895,24094.023222794807
15897,14467.633231082016
15898,9381.288112936452
15899,14931.008021799184
15900,10538.373346878458
15901,29712.865037118892
15902,15056.37510713516
15903,12996.80346334147
15904,18390.637916161533
15905,32487.771322636807
15906,11762.58160541073
15907,8505.707475955352
15908,24105.532247409108
15909,23589.601999399754
15910,14196.25554942596
15912,20758.485787888443
15913,16439.712370238834
15914,11458.365810220836
15915,28483.95006121951
15916,23248.78188825387
15918,17368.75703851408
15919,6059.742801035212
15920,24783.124438409854
15921,30609.06082972904
15922,11523.478399630843
15923,10226.856657409277
15924,8430.808840002965
