2014-10-1,37.78051513
2014-10-2,47.77077361
2014-10-3,48.74647532
2014-10-6,62.55406348
2014-10-7,44.29284667
2014-10-8,44.29284667
2014-10-9,47.77077361
2014-10-10,82.62492351
2014-10-14,44.29284667
2014-10-15,90.14460495
2014-10-16,44.29284667
2014-10-17,48.74647532
2014-10-20,47.77077361
2014-10-21,37.78051513
2014-10-22,37.78051513
2014-10-23,62.55406348
2014-10-24,76.33701678
2014-10-27,47.77077361
2014-10-28,44.29284667
2014-10-29,44.29284667
2014-10-30,44.29284667
2014-10-31,52.22440226
2014-11-4,40.35442259
2014-11-5,43.83234953
2014-11-6,43.83234953
2014-11-7,72.3985927
2014-11-10,43.16440237
2014-11-11,43.83234953
2014-11-12,43.83234953
2014-11-13,67.94496405
2014-11-14,44.80805124
2014-11-17,43.83234953
2014-11-18,40.35442259
2014-11-19,67.94496405
2014-11-20,43.83234953
2014-11-21,72.3985927
2014-11-25,58.6156394
2014-11-26,58.6156394
2014-11-27,40.35442259
2014-11-28,48.28597818
